compound,A,B1,B2,X,nA,nB1,nB2,nX,rA (Ang),rB1 (Ang),rB2 (Ang),rB (Ang),rX (Ang),t,tau,t_pred,tau_pred,tau_prob
Cs2MgVCl6,Cs,Mg,V,Cl,1,2,2,-1,1.88,0.72,0.79,0.755,1.81,1.02,4.13,1,1,0.56
Cs2MgYbCl6,Cs,Mg,Yb,Cl,1,2,2,-1,1.88,0.72,1.02,0.87,1.81,0.97,3.88,1,1,0.67
Cs2MgZnCl6,Cs,Mg,Zn,Cl,1,2,2,-1,1.88,0.72,0.74,0.73,1.81,1.03,4.2,1,-1,0.52
Cs2MnNaCl6,Cs,Mn,Na,Cl,1,3,1,-1,1.88,0.64,1.02,0.8325,1.81,0.99,3.95,1,1,0.64
Cs2MnNdCl6,Cs,Mn,Nd,Cl,1,2,2,-1,1.88,0.83,1.29,1.06,1.81,0.91,3.8,1,1,0.7
Cs2MnNiCl6,Cs,Mn,Ni,Cl,1,2,2,-1,1.88,0.83,0.69,0.76,1.81,1.02,4.11,1,1,0.57
Cs2MnNoCl6,Cs,Mn,No,Cl,1,2,2,-1,1.88,0.83,1.1,0.9650000000000001,1.81,0.94,3.8,1,1,0.71
Cs2MnNpCl6,Cs,Mn,Np,Cl,1,2,2,-1,1.88,0.83,1.1,0.9650000000000001,1.81,0.94,3.8,1,1,0.71
Cs2MnPbCl6,Cs,Mn,Pb,Cl,1,2,2,-1,1.88,0.83,1.19,1.01,1.81,0.93,3.79,1,1,0.71
Cs2MnPdCl6,Cs,Mn,Pd,Cl,1,3,1,-1,1.88,0.64,0.59,0.6174999999999999,1.81,1.07,4.67,-1,-1,0.32
Cs2MnPtCl6,Cs,Mn,Pt,Cl,1,2,2,-1,1.88,0.83,0.8,0.815,1.81,0.99,3.98,1,1,0.63
Cs2MnRaCl6,Cs,Mn,Ra,Cl,1,2,2,-1,1.88,0.83,1.48,1.155,1.81,0.88,3.91,1,1,0.66
Cs2MnRbCl6,Cs,Mn,Rb,Cl,1,3,1,-1,1.88,0.64,1.52,1.0825,1.81,0.9,3.82,1,1,0.7
Cs2MnSmCl6,Cs,Mn,Sm,Cl,1,2,2,-1,1.88,0.83,1.22,1.025,1.81,0.92,3.79,1,1,0.71
Cs2MnSnCl6,Cs,Mn,Sn,Cl,1,2,2,-1,1.88,0.83,1.15,0.99,1.81,0.93,3.79,1,1,0.71
Cs2MnSrCl6,Cs,Mn,Sr,Cl,1,2,2,-1,1.88,0.83,1.18,1.005,1.81,0.93,3.79,1,1,0.71
Cs2MnTiCl6,Cs,Mn,Ti,Cl,1,2,2,-1,1.88,0.83,0.86,0.845,1.81,0.98,3.92,1,1,0.65
Cs2MnTlCl6,Cs,Mn,Tl,Cl,1,3,1,-1,1.88,0.64,1.5,1.0725,1.81,0.91,3.81,1,1,0.7
Cs2MnTmCl6,Cs,Mn,Tm,Cl,1,2,2,-1,1.88,0.83,1.03,0.9299999999999999,1.81,0.95,3.82,1,1,0.7
Cs2MnVCl6,Cs,Mn,V,Cl,1,2,2,-1,1.88,0.83,0.79,0.81,1.81,1.0,3.99,1,1,0.62
Cs2MnYbCl6,Cs,Mn,Yb,Cl,1,2,2,-1,1.88,0.83,1.02,0.925,1.81,0.95,3.82,1,1,0.7
Cs2MnZnCl6,Cs,Mn,Zn,Cl,1,2,2,-1,1.88,0.83,0.74,0.7849999999999999,1.81,1.01,4.05,1,1,0.6
Cs2MoNaCl6,Cs,Mo,Na,Cl,1,3,1,-1,1.88,0.69,1.02,0.855,1.81,0.98,3.91,1,1,0.66
Cs2MoPdCl6,Cs,Mo,Pd,Cl,1,3,1,-1,1.88,0.69,0.59,0.6399999999999999,1.81,1.06,4.55,-1,-1,0.36
Cs2MoRbCl6,Cs,Mo,Rb,Cl,1,3,1,-1,1.88,0.69,1.52,1.105,1.81,0.9,3.84,1,1,0.69
Cs2MoTlCl6,Cs,Mo,Tl,Cl,1,3,1,-1,1.88,0.69,1.5,1.095,1.81,0.9,3.83,1,1,0.69
Cs2NNaCl6,Cs,N,Na,Cl,1,3,1,-1,1.88,0.16,1.02,0.59,1.81,1.09,4.82,-1,-1,0.26
Cs2NPdCl6,Cs,N,Pd,Cl,1,3,1,-1,1.88,0.16,0.59,0.375,1.81,1.19,6.94,-1,-1,0.01
Cs2NRbCl6,Cs,N,Rb,Cl,1,3,1,-1,1.88,0.16,1.52,0.84,1.81,0.98,3.93,1,1,0.65
Cs2NTlCl6,Cs,N,Tl,Cl,1,3,1,-1,1.88,0.16,1.5,0.83,1.81,0.99,3.95,1,1,0.64
Cs2NaNbCl6,Cs,Na,Nb,Cl,1,1,3,-1,1.88,1.02,0.72,0.87,1.81,0.97,3.88,1,1,0.67
Cs2NaNdCl6,Cs,Na,Nd,Cl,1,1,3,-1,1.88,1.02,0.98,1.0015,1.81,0.93,3.79,1,1,0.71
Cs2NaNiCl6,Cs,Na,Ni,Cl,1,1,3,-1,1.88,1.02,0.6,0.81,1.81,1.0,3.99,1,1,0.62
Cs2NaNpCl6,Cs,Na,Np,Cl,1,1,3,-1,1.88,1.02,1.01,1.0150000000000001,1.81,0.92,3.79,1,1,0.71
Cs2NaPCl6,Cs,Na,P,Cl,1,1,3,-1,1.88,1.02,0.44,0.73,1.81,1.03,4.2,1,-1,0.52
Cs2NaPaCl6,Cs,Na,Pa,Cl,1,1,3,-1,1.88,1.02,1.04,1.03,1.81,0.92,3.79,1,1,0.71
Cs2NaPdCl6,Cs,Na,Pd,Cl,1,1,3,-1,1.88,1.02,0.76,0.89,1.81,0.97,3.86,1,1,0.68
Cs2NaPmCl6,Cs,Na,Pm,Cl,1,1,3,-1,1.88,1.02,0.97,0.995,1.81,0.93,3.79,1,1,0.71
Cs2NaPrCl6,Cs,Na,Pr,Cl,1,1,3,-1,1.88,1.02,0.99,1.005,1.81,0.93,3.79,1,1,0.71
Cs2NaPuCl6,Cs,Na,Pu,Cl,1,1,3,-1,1.88,1.02,1.0,1.01,1.81,0.93,3.79,1,1,0.71
Cs2NaRhCl6,Cs,Na,Rh,Cl,1,1,3,-1,1.88,1.02,0.66,0.8425,1.81,0.98,3.93,1,1,0.65
Cs2NaRuCl6,Cs,Na,Ru,Cl,1,1,3,-1,1.88,1.02,0.68,0.8500000000000001,1.81,0.98,3.92,1,1,0.66
Cs2NaSbCl6,Cs,Na,Sb,Cl,1,1,3,-1,1.88,1.02,0.76,0.89,1.81,0.97,3.86,1,1,0.68
Cs2NaScCl6,Cs,Na,Sc,Cl,1,1,3,-1,1.88,1.02,0.74,0.8825000000000001,1.81,0.97,3.87,1,1,0.68
Cs2NaSmCl6,Cs,Na,Sm,Cl,1,1,3,-1,1.88,1.02,0.96,0.989,1.81,0.93,3.79,1,1,0.71
Cs2NaTaCl6,Cs,Na,Ta,Cl,1,1,3,-1,1.88,1.02,0.72,0.87,1.81,0.97,3.88,1,1,0.67
Cs2NaTbCl6,Cs,Na,Tb,Cl,1,1,3,-1,1.88,1.02,0.92,0.9715,1.81,0.94,3.79,1,1,0.71
Cs2NaTiCl6,Cs,Na,Ti,Cl,1,1,3,-1,1.88,1.02,0.67,0.845,1.81,0.98,3.92,1,1,0.65
Cs2NaTlCl6,Cs,Na,Tl,Cl,1,1,3,-1,1.88,1.02,0.88,0.9525,1.81,0.94,3.8,1,1,0.7
Cs2NaTmCl6,Cs,Na,Tm,Cl,1,1,3,-1,1.88,1.02,0.88,0.95,1.81,0.95,3.8,1,1,0.7
Cs2NaUCl6,Cs,Na,U,Cl,1,1,3,-1,1.88,1.02,1.02,1.0225,1.81,0.92,3.79,1,1,0.71
Cs2NaVCl6,Cs,Na,V,Cl,1,1,3,-1,1.88,1.02,0.64,0.8300000000000001,1.81,0.99,3.95,1,1,0.64
Cs2NaYCl6,Cs,Na,Y,Cl,1,1,3,-1,1.88,1.02,0.9,0.96,1.81,0.94,3.8,1,1,0.71
Cs2NaYbCl6,Cs,Na,Yb,Cl,1,1,3,-1,1.88,1.02,0.87,0.944,1.81,0.95,3.81,1,1,0.7
Cs2NbPdCl6,Cs,Nb,Pd,Cl,1,3,1,-1,1.88,0.72,0.59,0.655,1.81,1.06,4.49,1,-1,0.39
Cs2NbRbCl6,Cs,Nb,Rb,Cl,1,3,1,-1,1.88,0.72,1.52,1.12,1.81,0.89,3.86,1,1,0.68
Cs2NbTlCl6,Cs,Nb,Tl,Cl,1,3,1,-1,1.88,0.72,1.5,1.1099999999999999,1.81,0.89,3.85,1,1,0.69
Cs2NdNiCl6,Cs,Nd,Ni,Cl,1,2,2,-1,1.88,1.29,0.69,0.99,1.81,0.93,3.79,1,1,0.71
Cs2NdNoCl6,Cs,Nd,No,Cl,1,2,2,-1,1.88,1.29,1.1,1.195,1.81,0.87,3.99,1,1,0.63
Cs2NdNpCl6,Cs,Nd,Np,Cl,1,2,2,-1,1.88,1.29,1.1,1.195,1.81,0.87,3.99,1,1,0.63
Cs2NdPbCl6,Cs,Nd,Pb,Cl,1,2,2,-1,1.88,1.29,1.19,1.24,1.81,0.86,4.1,1,1,0.57
Cs2NdPdCl6,Cs,Nd,Pd,Cl,1,3,1,-1,1.88,0.98,0.59,0.7865,1.81,1.0,4.04,1,1,0.6
Cs2NdPtCl6,Cs,Nd,Pt,Cl,1,2,2,-1,1.88,1.29,0.8,1.045,1.81,0.91,3.8,1,1,0.71
Cs2NdRaCl6,Cs,Nd,Ra,Cl,1,2,2,-1,1.88,1.29,1.48,1.385,1.81,0.82,4.75,-1,-1,0.28
Cs2NdRbCl6,Cs,Nd,Rb,Cl,1,3,1,-1,1.88,0.98,1.52,1.2515,1.81,0.85,4.14,1,1,0.55
Cs2NdSmCl6,Cs,Nd,Sm,Cl,1,2,2,-1,1.88,1.29,1.22,1.255,1.81,0.85,4.15,1,1,0.55
Cs2NdSnCl6,Cs,Nd,Sn,Cl,1,2,2,-1,1.88,1.29,1.15,1.22,1.81,0.86,4.05,1,1,0.6
Cs2NdSrCl6,Cs,Nd,Sr,Cl,1,2,2,-1,1.88,1.29,1.18,1.2349999999999999,1.81,0.86,4.09,1,1,0.58
Cs2NdTiCl6,Cs,Nd,Ti,Cl,1,2,2,-1,1.88,1.29,0.86,1.075,1.81,0.9,3.81,1,1,0.7
Cs2NdTlCl6,Cs,Nd,Tl,Cl,1,3,1,-1,1.88,0.98,1.5,1.2415,1.81,0.86,4.11,1,1,0.57
Cs2NdTmCl6,Cs,Nd,Tm,Cl,1,2,2,-1,1.88,1.29,1.03,1.1600000000000001,1.81,0.88,3.92,1,1,0.66
Cs2NdVCl6,Cs,Nd,V,Cl,1,2,2,-1,1.88,1.29,0.79,1.04,1.81,0.92,3.79,1,1,0.71
Cs2NdYbCl6,Cs,Nd,Yb,Cl,1,2,2,-1,1.88,1.29,1.02,1.155,1.81,0.88,3.91,1,1,0.66
Cs2NdZnCl6,Cs,Nd,Zn,Cl,1,2,2,-1,1.88,1.29,0.74,1.0150000000000001,1.81,0.92,3.79,1,1,0.71
Cs2NiNoCl6,Cs,Ni,No,Cl,1,2,2,-1,1.88,0.69,1.1,0.895,1.81,0.96,3.85,1,1,0.68
Cs2NiNpCl6,Cs,Ni,Np,Cl,1,2,2,-1,1.88,0.69,1.1,0.895,1.81,0.96,3.85,1,1,0.68
Cs2NiPbCl6,Cs,Ni,Pb,Cl,1,2,2,-1,1.88,0.69,1.19,0.94,1.81,0.95,3.81,1,1,0.7
Cs2NiPdCl6,Cs,Ni,Pd,Cl,1,3,1,-1,1.88,0.6,0.59,0.595,1.81,1.08,4.79,-1,-1,0.27
Cs2NiPtCl6,Cs,Ni,Pt,Cl,1,2,2,-1,1.88,0.69,0.8,0.745,1.81,1.02,4.16,1,1,0.55
Cs2NiRaCl6,Cs,Ni,Ra,Cl,1,2,2,-1,1.88,0.69,1.48,1.085,1.81,0.9,3.82,1,1,0.7
Cs2NiRbCl6,Cs,Ni,Rb,Cl,1,3,1,-1,1.88,0.6,1.52,1.06,1.81,0.91,3.8,1,1,0.7
Cs2NiSmCl6,Cs,Ni,Sm,Cl,1,2,2,-1,1.88,0.69,1.22,0.955,1.81,0.94,3.8,1,1,0.71
Cs2NiSnCl6,Cs,Ni,Sn,Cl,1,2,2,-1,1.88,0.69,1.15,0.9199999999999999,1.81,0.96,3.83,1,1,0.7
Cs2NiSrCl6,Cs,Ni,Sr,Cl,1,2,2,-1,1.88,0.69,1.18,0.9349999999999999,1.81,0.95,3.81,1,1,0.7
Cs2NiTiCl6,Cs,Ni,Ti,Cl,1,2,2,-1,1.88,0.69,0.86,0.7749999999999999,1.81,1.01,4.07,1,1,0.59
Cs2NiTlCl6,Cs,Ni,Tl,Cl,1,3,1,-1,1.88,0.6,1.5,1.05,1.81,0.91,3.8,1,1,0.71
Cs2NiTmCl6,Cs,Ni,Tm,Cl,1,2,2,-1,1.88,0.69,1.03,0.86,1.81,0.98,3.9,1,1,0.66
Cs2NiVCl6,Cs,Ni,V,Cl,1,2,2,-1,1.88,0.69,0.79,0.74,1.81,1.02,4.17,1,1,0.54
Cs2NiYbCl6,Cs,Ni,Yb,Cl,1,2,2,-1,1.88,0.69,1.02,0.855,1.81,0.98,3.91,1,1,0.66
Cs2NiZnCl6,Cs,Ni,Zn,Cl,1,2,2,-1,1.88,0.69,0.74,0.715,1.81,1.03,4.25,1,-1,0.5
Cs2NoNpCl6,Cs,No,Np,Cl,1,2,2,-1,1.88,1.1,1.1,1.1,1.81,0.9,3.83,1,1,0.69
Cs2NoPbCl6,Cs,No,Pb,Cl,1,2,2,-1,1.88,1.1,1.19,1.145,1.81,0.88,3.89,1,1,0.67
Cs2NoPdCl6,Cs,No,Pd,Cl,1,2,2,-1,1.88,1.1,0.86,0.98,1.81,0.94,3.79,1,1,0.71
Cs2NoPtCl6,Cs,No,Pt,Cl,1,2,2,-1,1.88,1.1,0.8,0.9500000000000001,1.81,0.95,3.8,1,1,0.7
Cs2NoRaCl6,Cs,No,Ra,Cl,1,2,2,-1,1.88,1.1,1.48,1.29,1.81,0.84,4.27,1,-1,0.49
Cs2NoSmCl6,Cs,No,Sm,Cl,1,2,2,-1,1.88,1.1,1.22,1.1600000000000001,1.81,0.88,3.92,1,1,0.66
Cs2NoSnCl6,Cs,No,Sn,Cl,1,2,2,-1,1.88,1.1,1.15,1.125,1.81,0.89,3.86,1,1,0.68
Cs2NoSrCl6,Cs,No,Sr,Cl,1,2,2,-1,1.88,1.1,1.18,1.1400000000000001,1.81,0.88,3.88,1,1,0.67
Cs2NoTiCl6,Cs,No,Ti,Cl,1,2,2,-1,1.88,1.1,0.86,0.98,1.81,0.94,3.79,1,1,0.71
Cs2NoTmCl6,Cs,No,Tm,Cl,1,2,2,-1,1.88,1.1,1.03,1.065,1.81,0.91,3.81,1,1,0.7
Cs2NoVCl6,Cs,No,V,Cl,1,2,2,-1,1.88,1.1,0.79,0.9450000000000001,1.81,0.95,3.81,1,1,0.7
Cs2NoYbCl6,Cs,No,Yb,Cl,1,2,2,-1,1.88,1.1,1.02,1.06,1.81,0.91,3.8,1,1,0.7
Cs2NoZnCl6,Cs,No,Zn,Cl,1,2,2,-1,1.88,1.1,0.74,0.92,1.81,0.96,3.83,1,1,0.7
Cs2NpPbCl6,Cs,Np,Pb,Cl,1,2,2,-1,1.88,1.1,1.19,1.145,1.81,0.88,3.89,1,1,0.67
Cs2NpPdCl6,Cs,Np,Pd,Cl,1,3,1,-1,1.88,1.01,0.59,0.8,1.81,1.0,4.01,1,1,0.61
Cs2NpPtCl6,Cs,Np,Pt,Cl,1,2,2,-1,1.88,1.1,0.8,0.9500000000000001,1.81,0.95,3.8,1,1,0.7
Cs2NpRaCl6,Cs,Np,Ra,Cl,1,2,2,-1,1.88,1.1,1.48,1.29,1.81,0.84,4.27,1,-1,0.49
Cs2NpRbCl6,Cs,Np,Rb,Cl,1,3,1,-1,1.88,1.01,1.52,1.2650000000000001,1.81,0.85,4.18,1,-1,0.53
Cs2NpSmCl6,Cs,Np,Sm,Cl,1,2,2,-1,1.88,1.1,1.22,1.1600000000000001,1.81,0.88,3.92,1,1,0.66
Cs2NpSnCl6,Cs,Np,Sn,Cl,1,2,2,-1,1.88,1.1,1.15,1.125,1.81,0.89,3.86,1,1,0.68
Cs2NpSrCl6,Cs,Np,Sr,Cl,1,2,2,-1,1.88,1.1,1.18,1.1400000000000001,1.81,0.88,3.88,1,1,0.67
Cs2NpTiCl6,Cs,Np,Ti,Cl,1,2,2,-1,1.88,1.1,0.86,0.98,1.81,0.94,3.79,1,1,0.71
Cs2NpTlCl6,Cs,Np,Tl,Cl,1,3,1,-1,1.88,1.01,1.5,1.255,1.81,0.85,4.15,1,1,0.55
Cs2NpTmCl6,Cs,Np,Tm,Cl,1,2,2,-1,1.88,1.1,1.03,1.065,1.81,0.91,3.81,1,1,0.7
Cs2NpVCl6,Cs,Np,V,Cl,1,2,2,-1,1.88,1.1,0.79,0.9450000000000001,1.81,0.95,3.81,1,1,0.7
Cs2NpYbCl6,Cs,Np,Yb,Cl,1,2,2,-1,1.88,1.1,1.02,1.06,1.81,0.91,3.8,1,1,0.7
Cs2NpZnCl6,Cs,Np,Zn,Cl,1,2,2,-1,1.88,1.1,0.74,0.92,1.81,0.96,3.83,1,1,0.7
Cs2PPdCl6,Cs,P,Pd,Cl,1,3,1,-1,1.88,0.44,0.59,0.515,1.81,1.12,5.33,-1,-1,0.13
Cs2PRbCl6,Cs,P,Rb,Cl,1,3,1,-1,1.88,0.44,1.52,0.98,1.81,0.94,3.79,1,1,0.71
Cs2PTlCl6,Cs,P,Tl,Cl,1,3,1,-1,1.88,0.44,1.5,0.97,1.81,0.94,3.79,1,1,0.71
Cs2PaPdCl6,Cs,Pa,Pd,Cl,1,3,1,-1,1.88,1.04,0.59,0.815,1.81,0.99,3.98,1,1,0.63
Cs2PaRbCl6,Cs,Pa,Rb,Cl,1,3,1,-1,1.88,1.04,1.52,1.28,1.81,0.84,4.23,1,-1,0.51
Cs2PaTlCl6,Cs,Pa,Tl,Cl,1,3,1,-1,1.88,1.04,1.5,1.27,1.81,0.85,4.2,1,-1,0.52
Cs2PbPdCl6,Cs,Pb,Pd,Cl,1,2,2,-1,1.88,1.19,0.86,1.025,1.81,0.92,3.79,1,1,0.71
Cs2PbPtCl6,Cs,Pb,Pt,Cl,1,2,2,-1,1.88,1.19,0.8,0.995,1.81,0.93,3.79,1,1,0.71
Cs2PbRaCl6,Cs,Pb,Ra,Cl,1,2,2,-1,1.88,1.19,1.48,1.335,1.81,0.83,4.47,1,-1,0.4
Cs2PbSmCl6,Cs,Pb,Sm,Cl,1,2,2,-1,1.88,1.19,1.22,1.205,1.81,0.87,4.01,1,1,0.61
Cs2PbSnCl6,Cs,Pb,Sn,Cl,1,2,2,-1,1.88,1.19,1.15,1.17,1.81,0.88,3.94,1,1,0.65
Cs2PbSrCl6,Cs,Pb,Sr,Cl,1,2,2,-1,1.88,1.19,1.18,1.185,1.81,0.87,3.96,1,1,0.64
Cs2PbTiCl6,Cs,Pb,Ti,Cl,1,2,2,-1,1.88,1.19,0.86,1.025,1.81,0.92,3.79,1,1,0.71
Cs2PbTmCl6,Cs,Pb,Tm,Cl,1,2,2,-1,1.88,1.19,1.03,1.1099999999999999,1.81,0.89,3.85,1,1,0.69
Cs2PbVCl6,Cs,Pb,V,Cl,1,2,2,-1,1.88,1.19,0.79,0.99,1.81,0.93,3.79,1,1,0.71
Cs2PbYbCl6,Cs,Pb,Yb,Cl,1,2,2,-1,1.88,1.19,1.02,1.105,1.81,0.9,3.84,1,1,0.69
Cs2PbZnCl6,Cs,Pb,Zn,Cl,1,2,2,-1,1.88,1.19,0.74,0.965,1.81,0.94,3.8,1,1,0.71
Cs2PdPmCl6,Cs,Pd,Pm,Cl,1,1,3,-1,1.88,0.59,0.97,0.78,1.81,1.01,4.06,1,1,0.59
Cs2PdPrCl6,Cs,Pd,Pr,Cl,1,1,3,-1,1.88,0.59,0.99,0.79,1.81,1.0,4.04,1,1,0.6
Cs2PdPtCl6,Cs,Pd,Pt,Cl,1,2,2,-1,1.88,0.86,0.8,0.8300000000000001,1.81,0.99,3.95,1,1,0.64
Cs2PdPuCl6,Cs,Pd,Pu,Cl,1,1,3,-1,1.88,0.59,1.0,0.7949999999999999,1.81,1.0,4.02,1,1,0.61
Cs2PdRaCl6,Cs,Pd,Ra,Cl,1,2,2,-1,1.88,0.86,1.48,1.17,1.81,0.88,3.94,1,1,0.65
Cs2PdRbCl6,Cs,Pd,Rb,Cl,1,3,1,-1,1.88,0.76,1.52,1.1400000000000001,1.81,0.88,3.88,1,1,0.67
Cs2PdRhCl6,Cs,Pd,Rh,Cl,1,1,3,-1,1.88,0.59,0.66,0.6275,1.81,1.07,4.61,-1,-1,0.34
Cs2PdRuCl6,Cs,Pd,Ru,Cl,1,1,3,-1,1.88,0.59,0.68,0.635,1.81,1.07,4.58,-1,-1,0.35
Cs2PdSbCl6,Cs,Pd,Sb,Cl,1,1,3,-1,1.88,0.59,0.76,0.675,1.81,1.05,4.4,1,-1,0.43
Cs2PdScCl6,Cs,Pd,Sc,Cl,1,1,3,-1,1.88,0.59,0.74,0.6675,1.81,1.05,4.43,1,-1,0.41
Cs2PdSmCl6,Cs,Pd,Sm,Cl,1,1,3,-1,1.88,0.59,0.96,0.774,1.81,1.01,4.08,1,1,0.58
Cs2PdSnCl6,Cs,Pd,Sn,Cl,1,2,2,-1,1.88,0.86,1.15,1.005,1.81,0.93,3.79,1,1,0.71
Cs2PdSrCl6,Cs,Pd,Sr,Cl,1,2,2,-1,1.88,0.86,1.18,1.02,1.81,0.92,3.79,1,1,0.71
Cs2PdTaCl6,Cs,Pd,Ta,Cl,1,1,3,-1,1.88,0.59,0.72,0.655,1.81,1.06,4.49,1,-1,0.39
Cs2PdTbCl6,Cs,Pd,Tb,Cl,1,1,3,-1,1.88,0.59,0.92,0.7565,1.81,1.02,4.12,1,1,0.56
Cs2PdTiCl6,Cs,Pd,Ti,Cl,1,1,3,-1,1.88,0.59,0.67,0.63,1.81,1.07,4.6,-1,-1,0.34
Cs2PdTlCl6,Cs,Pd,Tl,Cl,1,1,3,-1,1.88,0.59,0.88,0.7375,1.81,1.02,4.18,1,1,0.53
Cs2PdTmCl6,Cs,Pd,Tm,Cl,1,1,3,-1,1.88,0.59,0.88,0.735,1.81,1.03,4.19,1,-1,0.53
Cs2PdUCl6,Cs,Pd,U,Cl,1,1,3,-1,1.88,0.59,1.02,0.8074999999999999,1.81,1.0,4.0,1,1,0.62
Cs2PdVCl6,Cs,Pd,V,Cl,1,1,3,-1,1.88,0.59,0.64,0.615,1.81,1.08,4.68,-1,-1,0.31
Cs2PdYCl6,Cs,Pd,Y,Cl,1,1,3,-1,1.88,0.59,0.9,0.745,1.81,1.02,4.16,1,1,0.55
Cs2PdYbCl6,Cs,Pd,Yb,Cl,1,1,3,-1,1.88,0.59,0.87,0.729,1.81,1.03,4.21,1,-1,0.52
Cs2PdZnCl6,Cs,Pd,Zn,Cl,1,2,2,-1,1.88,0.86,0.74,0.8,1.81,1.0,4.01,1,1,0.61
Cs2PmRbCl6,Cs,Pm,Rb,Cl,1,3,1,-1,1.88,0.97,1.52,1.245,1.81,0.85,4.12,1,1,0.56
Cs2PmTlCl6,Cs,Pm,Tl,Cl,1,3,1,-1,1.88,0.97,1.5,1.2349999999999999,1.81,0.86,4.09,1,1,0.58
Cs2PrRbCl6,Cs,Pr,Rb,Cl,1,3,1,-1,1.88,0.99,1.52,1.255,1.81,0.85,4.15,1,1,0.55
Cs2PrTlCl6,Cs,Pr,Tl,Cl,1,3,1,-1,1.88,0.99,1.5,1.245,1.81,0.85,4.12,1,1,0.56
Cs2PtRaCl6,Cs,Pt,Ra,Cl,1,2,2,-1,1.88,0.8,1.48,1.1400000000000001,1.81,0.88,3.88,1,1,0.67
Cs2PtSmCl6,Cs,Pt,Sm,Cl,1,2,2,-1,1.88,0.8,1.22,1.01,1.81,0.93,3.79,1,1,0.71
Cs2PtSnCl6,Cs,Pt,Sn,Cl,1,2,2,-1,1.88,0.8,1.15,0.975,1.81,0.94,3.79,1,1,0.71
Cs2PtSrCl6,Cs,Pt,Sr,Cl,1,2,2,-1,1.88,0.8,1.18,0.99,1.81,0.93,3.79,1,1,0.71
Cs2PtTiCl6,Cs,Pt,Ti,Cl,1,2,2,-1,1.88,0.8,0.86,0.8300000000000001,1.81,0.99,3.95,1,1,0.64
Cs2PtTmCl6,Cs,Pt,Tm,Cl,1,2,2,-1,1.88,0.8,1.03,0.915,1.81,0.96,3.83,1,1,0.69
Cs2PtVCl6,Cs,Pt,V,Cl,1,2,2,-1,1.88,0.8,0.79,0.795,1.81,1.0,4.02,1,1,0.61
Cs2PtYbCl6,Cs,Pt,Yb,Cl,1,2,2,-1,1.88,0.8,1.02,0.91,1.81,0.96,3.84,1,1,0.69
Cs2PtZnCl6,Cs,Pt,Zn,Cl,1,2,2,-1,1.88,0.8,0.74,0.77,1.81,1.01,4.09,1,1,0.58
Cs2PuRbCl6,Cs,Pu,Rb,Cl,1,3,1,-1,1.88,1.0,1.52,1.26,1.81,0.85,4.17,1,1,0.54
Cs2PuTlCl6,Cs,Pu,Tl,Cl,1,3,1,-1,1.88,1.0,1.5,1.25,1.81,0.85,4.13,1,1,0.56
Cs2RaSmCl6,Cs,Ra,Sm,Cl,1,2,2,-1,1.88,1.48,1.22,1.35,1.81,0.83,4.55,1,-1,0.36
Cs2RaSnCl6,Cs,Ra,Sn,Cl,1,2,2,-1,1.88,1.48,1.15,1.315,1.81,0.83,4.38,1,-1,0.44
Cs2RaSrCl6,Cs,Ra,Sr,Cl,1,2,2,-1,1.88,1.48,1.18,1.33,1.81,0.83,4.45,1,-1,0.41
Cs2RaTiCl6,Cs,Ra,Ti,Cl,1,2,2,-1,1.88,1.48,0.86,1.17,1.81,0.88,3.94,1,1,0.65
Cs2RaTmCl6,Cs,Ra,Tm,Cl,1,2,2,-1,1.88,1.48,1.03,1.255,1.81,0.85,4.15,1,1,0.55
Cs2RaVCl6,Cs,Ra,V,Cl,1,2,2,-1,1.88,1.48,0.79,1.135,1.81,0.89,3.88,1,1,0.67
Cs2RaYbCl6,Cs,Ra,Yb,Cl,1,2,2,-1,1.88,1.48,1.02,1.25,1.81,0.85,4.13,1,1,0.56
Cs2RaZnCl6,Cs,Ra,Zn,Cl,1,2,2,-1,1.88,1.48,0.74,1.1099999999999999,1.81,0.89,3.85,1,1,0.69
Cs2RbRhCl6,Cs,Rb,Rh,Cl,1,1,3,-1,1.88,1.52,0.66,1.0925,1.81,0.9,3.83,1,1,0.7
Cs2RbRuCl6,Cs,Rb,Ru,Cl,1,1,3,-1,1.88,1.52,0.68,1.1,1.81,0.9,3.83,1,1,0.69
Cs2RbSbCl6,Cs,Rb,Sb,Cl,1,1,3,-1,1.88,1.52,0.76,1.1400000000000001,1.81,0.88,3.88,1,1,0.67
Cs2RbScCl6,Cs,Rb,Sc,Cl,1,1,3,-1,1.88,1.52,0.74,1.1325,1.81,0.89,3.87,1,1,0.68
Cs2RbSmCl6,Cs,Rb,Sm,Cl,1,1,3,-1,1.88,1.52,0.96,1.2389999999999999,1.81,0.86,4.1,1,1,0.57
Cs2RbTaCl6,Cs,Rb,Ta,Cl,1,1,3,-1,1.88,1.52,0.72,1.12,1.81,0.89,3.86,1,1,0.68
Cs2RbTbCl6,Cs,Rb,Tb,Cl,1,1,3,-1,1.88,1.52,0.92,1.2215,1.81,0.86,4.05,1,1,0.6
Cs2RbTiCl6,Cs,Rb,Ti,Cl,1,1,3,-1,1.88,1.52,0.67,1.095,1.81,0.9,3.83,1,1,0.69
Cs2RbTlCl6,Cs,Rb,Tl,Cl,1,1,3,-1,1.88,1.52,0.88,1.2025000000000001,1.81,0.87,4.0,1,1,0.62
